time,flux,flux_err
60803.65683426137,11.704576017271183,0.17337179803331793
60805.78842899427,12.350555153861311,0.3154581419012565
60806.712084508225,11.529284173402306,0.27231916017457464
60807.77207039157,10.939452484152921,0.35817911973220107
60808.50739222802,11.564077302510658,0.27111218518111324
60809.71463277482,11.786686275759436,0.3456219709399888
60810.503484988585,12.08722813314602,0.22979941338245502
60811.50422644394,11.969006425807981,0.34349164784312014
60812.95067930768,11.553721926659334,0.26226624818210964
60813.62236586343,11.616025457371222,0.22097714592295664
60815.61893534362,12.422143260134353,0.249388406931124
60816.71713333085,11.364573890002227,0.19153480779013143
60818.552830729874,11.523583645442807,0.13079406596611698
60819.75363470251,11.821807524945319,0.11760692340263934
60820.75446684612,12.39111591802949,0.1706753193942112
60823.23575345217,11.743188082041152,0.46656377592498216
60823.78097864809,11.431320514938015,0.1420605518128175
60824.770466425456,12.311173055731366,0.2308566639602464
60826.5036348613,11.52868884447442,0.11202819383924208
60827.072341143,11.451559229573533,0.21599097389933275
60829.50354912262,12.291735011821736,0.12868703100156292
60830.70339922448,12.127109082890332,0.2729525699244924
60831.58773087105,11.45205471464138,0.1601723736657364
60832.76128955679,11.730285701974035,0.24364193100219125
