time,flux,flux_err,time_original
-2.311571005715264,12.350555153861311,0.3154581419012565,60805.78842899427
-2.201064656222308,12.422143260134353,0.249388406931124,60815.61893534362
-1.925533153745863,12.39111591802949,0.1706753193942112,60820.75446684612
-1.6966007755420827,12.127109082890332,0.2729525699244924,60830.70339922448
-1.4557735559675429,11.969006425807981,0.34349164784312014,60811.50422644394
-1.387915491881194,11.529284173402306,0.27231916017457464,60806.712084508225
-1.1028666690543847,11.364573890002227,0.19153480779013143,60816.71713333085
-1.0363651388662833,11.52868884447442,0.11202819383924208,60826.5036348613
-0.812269128870081,11.45205471464138,0.1601723736657364,60831.58773087105
-0.4676588570630109,11.451559229573533,0.21599097389933275,60827.072341143
-0.327929608380353,10.939452484152921,0.35817911973220107,60807.77207039157
-0.23872068263866283,11.41224428273357,0.2457307758291442,60812.72127931724
0.18225485059950086,11.731098886491381,0.2793067731670189,60813.14225485064
0.36128955664458096,11.730285701974035,0.24364193100219125,60832.76128955679
0.4073922280912046,11.564077302510658,0.27111218518111324,60808.50739222802
0.4168342615056921,11.704576017271183,0.17337179803331793,60803.65683426137
0.5557534521597403,11.743188082041152,0.46656377592498216,60823.23575345217
0.6623658635881212,11.616025457371222,0.22097714592295664,60813.62236586343
0.7328307300143772,11.523583645442807,0.13079406596611698,60818.552830729874
1.1009786482210513,11.431320514938015,0.1420605518128175,60823.78097864809
1.6146327749888103,11.786686275759436,0.3456219709399888,60809.71463277482
1.93363470254121,11.821807524945319,0.11760692340263934,60819.75363470251
1.9635491226337574,12.291735011821736,0.12868703100156292,60829.50354912262
2.090466425507157,12.311173055731366,0.2308566639602464,60824.770466425456
2.4034849887424046,12.08722813314602,0.22979941338245502,60810.503484988585
