time,flux,flux_err,time_original
-2.413560439215766,21.5493527324933,0.017941806507951363,60810.546439560676
-2.333769196051138,21.120471466838854,0.015241455844923426,60805.766230803834
-2.1869784952093054,21.652798244379465,0.015217459001260066,60849.65302150464
-1.9753476640913221,21.32500716026418,0.014541422421689867,60854.72465233606
-1.9066148485960783,21.320174197491212,0.014741773501752346,60820.773385151544
-1.4297596663015861,20.508493596670903,0.017697154155436542,60811.53024033372
-1.3806193775600857,20.210595218395365,0.018822083531767158,60806.71938062246
-1.3271045465822573,20.294378120455896,0.013621075656184601,60850.512895453336
-1.277034778241758,20.29123876175865,0.0142048109630551,60845.70296522183
-1.1883908960554335,20.03300966528189,0.01403966924903905,60855.51160910384
-1.0792772724010327,19.810268515885365,0.0149345784932833,60802.16072272762
-1.0285855296806052,19.729925356011176,0.013335474669770123,60826.511414470464
-0.8542726534384268,19.640362659227836,0.01325668336872889,60831.54572734646
-0.5241339895460341,19.564710346297026,0.015957045277924756,60802.71586601051
-0.34329868140044034,19.579838441100073,0.016780438223593992,60807.75670131847
-0.3220718751130281,19.54452450007405,0.013029389007487015,60846.65792812492
-0.2623039514047128,19.83697319335751,0.013279204678531017,60851.57769604842
-0.029280747660884152,20.055867694432965,0.018403859606672204,60812.93071925227
-0.02923606589988426,20.13667843689947,0.013263586692489537,60827.51076393397
0.29263022670039424,20.25791282745397,0.013635294489884146,60798.67263022666
0.3678047261414705,20.1193232749542,0.014224957683566257,60832.76780472606
0.39473815388149686,20.23564150928918,0.017940960666444048,60837.65473815395
0.4558620113796658,20.223178008708736,0.015709053543522523,60803.69586201128
0.527194726732042,20.16246646143579,0.023418136687691916,60842.647194726764
0.6806559576811614,20.422447371275894,0.023802160398382434,60813.64065595772
0.7395173274146186,20.083038551163714,0.013219117592855585,60847.7195173273
0.9992373311078107,20.35723202997143,0.013876080441752,60828.53923733121
1.0041715127450448,20.477909820974507,0.014245267920184495,60799.38417151284
1.093810404671563,19.970375158438696,0.012880054977333777,60823.773810404506
1.3285003672705757,20.625617535324523,0.014266621954071718,60853.1685003674
1.4321423262136954,20.57367792568634,0.01615041728518695,60843.552142326254
1.6164270803663465,20.750178737998997,0.018925029862233652,60809.71642708041
1.939806822317618,21.18206651821103,0.014348421506042958,60819.75980682229
1.974778295799538,21.07098055193552,0.014164005145314441,60829.51477829573
2.0971554664329246,21.376299909569962,0.01490303114053435,60824.7771554663
2.2621812816902445,21.644152795715073,0.01881151344553345,60839.52218128182
2.3404758252037894,21.276453117250586,0.017249601173212392,60800.72047582513
