time,flux,flux_err,time_original
-2.4197176979206225,12.76407742136393,0.09786961205664436,60810.54028230222
-2.3289914625662345,12.759159391273547,0.09839834286451397,60805.771008537384
-2.1781232943358244,13.150182478034141,0.08542414311692545,60820.501876705675
-1.8298347324795192,12.294971397401584,0.08072681581112807,60825.710165267694
-1.674994349303069,11.997763980237574,0.08399499386769325,60830.72500565079
-1.4883618026309544,11.709890274158312,0.0751577011086872,60835.771638197475
-1.4209257754573117,11.63765621769026,0.09170623637870902,60811.53907422465
-1.3345961863906295,11.477042304556528,0.09132975772067685,60806.76540381368
-1.1680833664646855,11.267045901015472,0.0728534588492252,60821.51191663346
-0.588464942155061,10.8315109496498,0.07566802852730167,60797.791535057826
-0.5469137124662047,11.04781449384927,0.093783749505332,60836.71308628749
-0.5273859910611753,10.94426993872949,0.0629267593884448,60831.87261400884
-0.4535046535068088,10.971377766271043,0.09115608218889142,60807.6464953466
-0.09066706162911874,11.212119041231432,0.08151105986056432,60817.72933293844
0.2886487950219048,11.492924543543253,0.08812439928750188,60832.688648794894
0.3762595123714871,11.626401860230796,0.07204550328831488,60803.61625951249
0.41401801921703196,11.775175170862786,0.09262915212518287,60808.51401801931
0.681783422893948,11.527127014144684,0.07407400845220383,60818.50178342301
0.687663440351133,11.743986378365864,0.10154588396152735,60813.64766344044
1.0625603605199743,11.70791863884113,0.07259889735266133,60828.60256036045
1.2689706798836036,11.649140993461966,0.0804954614944777,60804.50897067995
1.450336185031467,11.814190489129706,0.08353201273303762,60809.55033618491
1.6988651893757007,11.922645443256718,0.07566988874104108,60819.518865189515
1.9648554770151774,12.313132471130313,0.07718383586616263,60829.50485547705
