time,flux,flux_err
60798.720955330304,10.370283357601743,0.015996865659901962
60799.38394972522,10.501027816380464,0.012373521398733694
60800.92473612889,10.987374065296224,0.012498076466793443
60802.140379641205,9.887362316842543,0.01242895222634883
60803.68543877885,10.39268054211907,0.014346798038427025
60805.7428172318,11.17282276263814,0.0184474483581397
60806.738434581435,10.149281683316193,0.0159837060720199
60807.78227385463,9.726050771218718,0.016966359497714342
60808.55275844088,10.44408253037761,0.01677467989248956
60810.50983779994,11.261322186435152,0.02114187731087626
60811.55303990775,10.339146949717945,0.019386800922813145
60812.95202549122,10.049735888537395,0.017916487952228725
60813.655600053164,10.586512729254496,0.02393457773532166
60815.66910093926,11.352829423942461,0.023551944019100015
60816.80338728015,9.769881857005046,0.015698759007709343
60819.827011273126,10.980108611322256,0.011730024700673457
60820.75436005931,11.120123234961893,0.012231197007081302
60823.765809419834,10.2683754359678,0.010409313857433216
60824.7594407566,11.148900077405694,0.012064865334145275
60826.53909985869,9.825898932860026,0.010226977632466775
60827.51272095185,10.4942376033453,0.011185663275448942
60828.518254728486,10.403677127150734,0.011499648071890809
60829.5082070297,11.004490000628225,0.011647616483900626
60830.6729316666,10.65697024682522,0.014245125306947057
60831.572691484274,9.885517372509156,0.011088776919191584
60832.77582381173,10.065283591288795,0.012005301554998134
60837.65888167344,10.247549801625212,0.019133783777264702
60838.50291775462,10.485086073670475,0.021183153990507065
60839.51552427746,11.387138001817327,0.0208724703607738
60841.55037116407,9.774032114499619,0.02325068531074445
60842.62296390324,10.195532906097954,0.018880829438471483
60843.63642321974,10.534239799003933,0.013643287841601001
60845.66680061157,10.164196113717184,0.011892696349716333
60846.7114889205,9.979481741682779,0.013499699240269334
60847.638487655284,10.106393624763207,0.012203835700254899
60849.62087363711,11.363018943437126,0.013568802833945334
60850.52377410877,10.284824305969131,0.011661832074742017
60851.580719398145,9.977880493509987,0.01058813508168212
60853.087855009595,10.510029636853611,0.011029837086221517
60854.66319132814,11.14161272231111,0.011456630850282918
60855.51590869894,10.13810583569261,0.011129350510431416
